ID,TYPE
12539466,GENERAL ACUTE CARE
2128233,GENERAL ACUTE CARE
3127889,GENERAL ACUTE CARE
11228690,GENERAL ACUTE CARE
7727886,GENERAL ACUTE CARE
4528256,GENERAL ACUTE CARE
3328335,GENERAL ACUTE CARE
7427870,GENERAL ACUTE CARE
6127611,GENERAL ACUTE CARE
4928557,GENERAL ACUTE CARE
7028601,GENERAL ACUTE CARE
11427511,GENERAL ACUTE CARE
9828139,GENERAL ACUTE CARE
9928329,GENERAL ACUTE CARE
3828645,GENERAL ACUTE CARE
5927028,GENERAL ACUTE CARE
8028301,GENERAL ACUTE CARE
9027293,GENERAL ACUTE CARE
5728561,GENERAL ACUTE CARE
10428002,GENERAL ACUTE CARE
1358540,CRITICAL ACCESS
1458575,CRITICAL ACCESS
4958206,REHABILITATION
3458730,CRITICAL ACCESS
3558270,CRITICAL ACCESS
1858254,CRITICAL ACCESS
32334972,GENERAL ACUTE CARE
10832703,GENERAL ACUTE CARE
6645679,CRITICAL ACCESS
29732803,MILITARY
11434747,GENERAL ACUTE CARE
29834741,GENERAL ACUTE CARE
2158054,CRITICAL ACCESS
22434748,GENERAL ACUTE CARE
17932960,GENERAL ACUTE CARE
21933774,GENERAL ACUTE CARE
24534698,GENERAL ACUTE CARE
30433707,GENERAL ACUTE CARE
43333764,PSYCHIATRIC
12333852,GENERAL ACUTE CARE
17233870,GENERAL ACUTE CARE
20133611,GENERAL ACUTE CARE
25233609,GENERAL ACUTE CARE
2897232,GENERAL ACUTE CARE
39833606,GENERAL ACUTE CARE
16933440,GENERAL ACUTE CARE
123645801,LONG TERM CARE
40433615,GENERAL ACUTE CARE
6934240,LONG TERM CARE
33734239,GENERAL ACUTE CARE
6232771,GENERAL ACUTE CARE
37332750,GENERAL ACUTE CARE
15833908,GENERAL ACUTE CARE
22233901,GENERAL ACUTE CARE
15132114,GENERAL ACUTE CARE
15332127,GENERAL ACUTE CARE
32734667,GENERAL ACUTE CARE
16833837,GENERAL ACUTE CARE
21433805,GENERAL ACUTE CARE
43433881,GENERAL ACUTE CARE
6532901,PSYCHIATRIC
17432901,GENERAL ACUTE CARE
30932796,GENERAL ACUTE CARE
4233065,GENERAL ACUTE CARE
4833064,GENERAL ACUTE CARE
6733326,GENERAL ACUTE CARE
13833301,PSYCHIATRIC
20533301,LONG TERM CARE
25733028,GENERAL ACUTE CARE
25933021,GENERAL ACUTE CARE
28833063,GENERAL ACUTE CARE
36733025,PSYCHIATRIC
38033311,REHABILITATION
6634452,GENERAL ACUTE CARE
22933040,GENERAL ACUTE CARE
933180,GENERAL ACUTE CARE
7633146,GENERAL ACUTE CARE
17733033,GENERAL ACUTE CARE
18433136,GENERAL ACUTE CARE
18633169,GENERAL ACUTE CARE
20433134,LONG TERM CARE
14645801,GENERAL ACUTE CARE
27333140,GENERAL ACUTE CARE
26633155,CHILDREN
42733155,GENERAL ACUTE CARE
23834997,GENERAL ACUTE CARE
29034474,GENERAL ACUTE CARE
41734474,PSYCHIATRIC
11336201,GENERAL ACUTE CARE
3236251,GENERAL ACUTE CARE
7985635,GENERAL ACUTE CARE
9635447,GENERAL ACUTE CARE
1135601,GENERAL ACUTE CARE
6397239,MILITARY
5445885,GENERAL ACUTE CARE
1650536,GENERAL ACUTE CARE
123845504,PSYCHIATRIC
8545103,GENERAL ACUTE CARE
236124,GENERAL ACUTE CARE
91036116,PSYCHIATRIC
125244460,GENERAL ACUTE CARE
11235121,CRITICAL ACCESS
5744122,GENERAL ACUTE CARE
7636067,GENERAL ACUTE CARE
9936701,GENERAL ACUTE CARE
6236925,GENERAL ACUTE CARE
6651040,CRITICAL ACCESS
93,GENERAL ACUTE CARE
28044122,PSYCHIATRIC
4644119,GENERAL ACUTE CARE
5943526,CRITICAL ACCESS
14743054,SPECIAL
12043081,GENERAL ACUTE CARE
20276104,GENERAL ACUTE CARE
4051104,GENERAL ACUTE CARE
136578130,GENERAL ACUTE CARE
3088201,GENERAL ACUTE CARE
190063552,GENERAL ACUTE CARE
4884078,GENERAL ACUTE CARE
9250314,GENERAL ACUTE CARE
9350310,PSYCHIATRIC
3289431,PSYCHIATRIC
1089103,PSYCHIATRIC
1889015,GENERAL ACUTE CARE
10152803,GENERAL ACUTE CARE
12050049,GENERAL ACUTE CARE
9347546,GENERAL ACUTE CARE
9946706,PSYCHIATRIC
8546580,GENERAL ACUTE CARE
346143,PSYCHIATRIC
113089128,GENERAL ACUTE CARE
129744710,LONG TERM CARE
5846250,GENERAL ACUTE CARE
557551,CRITICAL ACCESS
6657369,CRITICAL ACCESS
8847250,PSYCHIATRIC
2157362,CRITICAL ACCESS
189512,PSYCHIATRIC
7415666,GENERAL ACUTE CARE
3389434,GENERAL ACUTE CARE
9356085,CRITICAL ACCESS
23615221,LONG TERM CARE
4116214,GENERAL ACUTE CARE
23717901,GENERAL ACUTE CARE
7819139,PSYCHIATRIC
8119111,GENERAL ACUTE CARE
9619143,GENERAL ACUTE CARE
4915801,GENERAL ACUTE CARE
8669033,CRITICAL ACCESS
6868333,CRITICAL ACCESS
668787,CRITICAL ACCESS
183364068,PSYCHIATRIC
23317837,GENERAL ACUTE CARE
16818764,GENERAL ACUTE CARE
13918104,GENERAL ACUTE CARE
25718103,REHABILITATION
12917866,GENERAL ACUTE CARE
7519046,GENERAL ACUTE CARE
11219464,GENERAL ACUTE CARE
13319401,GENERAL ACUTE CARE
17519001,GENERAL ACUTE CARE
1618501,REHABILITATION
4617701,PSYCHIATRIC
10685132,GENERAL ACUTE CARE
7068352,CRITICAL ACCESS
12647111,GENERAL ACUTE CARE
64485206,LONG TERM CARE
7885739,PSYCHIATRIC
19117011,GENERAL ACUTE CARE
4819026,GENERAL ACUTE CARE
13116505,GENERAL ACUTE CARE
11846804,REHABILITATION
65185607,CRITICAL ACCESS
11446996,CRITICAL ACCESS
14945255,GENERAL ACUTE CARE
118,GENERAL ACUTE CARE
67685305,GENERAL ACUTE CARE
28516947,GENERAL ACUTE CARE
68485634,GENERAL ACUTE CARE
84731639,GENERAL ACUTE CARE
15147167,CRITICAL ACCESS
13846342,GENERAL ACUTE CARE
15647905,PSYCHIATRIC
18731901,GENERAL ACUTE CARE
89531901,LONG TERM CARE
69985338,GENERAL ACUTE CARE
145690,CRITICAL ACCESS
2230525,CRITICAL ACCESS
87739823,CRITICAL ACCESS
24330125,CRITICAL ACCESS
89130329,LONG TERM CARE
6257078,SPECIAL
3486042,CRITICAL ACCESS
4985941,CRITICAL ACCESS
2857783,GENERAL ACUTE CARE
5657049,SPECIAL
14847265,CRITICAL ACCESS
5057701,SPECIAL
5912010,GENERAL ACUTE CARE
19323805,PSYCHIATRIC
122343543,CRITICAL ACCESS
8056334,CRITICAL ACCESS
7957105,LONG TERM CARE
11155009,GENERAL ACUTE CARE
6497471,MILITARY
3983422,GENERAL ACUTE CARE
683704,GENERAL ACUTE CARE
1314905,GENERAL ACUTE CARE
2883330,GENERAL ACUTE CARE
4183617,GENERAL ACUTE CARE
2283263,GENERAL ACUTE CARE
8224112,GENERAL ACUTE CARE
14423188,GENERAL ACUTE CARE
1913856,CRITICAL ACCESS
3222306,GENERAL ACUTE CARE
14922560,GENERAL ACUTE CARE
20223922,PSYCHIATRIC
18216830,GENERAL ACUTE CARE
7038008,GENERAL ACUTE CARE
19922401,PSYCHIATRIC
4429560,GENERAL ACUTE CARE
6029556,GENERAL ACUTE CARE
629812,GENERAL ACUTE CARE
8929466,GENERAL ACUTE CARE
4029485,GENERAL ACUTE CARE
7129204,GENERAL ACUTE CARE
7729401,LONG TERM CARE
5929650,PSYCHIATRIC
1629340,GENERAL ACUTE CARE
6129615,GENERAL ACUTE CARE
17345408,GENERAL ACUTE CARE
9329646,REHABILITATION
11554848,GENERAL ACUTE CARE
28777082,CHILDREN
2629520,GENERAL ACUTE CARE
2654456,GENERAL ACUTE CARE
1054724,GENERAL ACUTE CARE
10244307,GENERAL ACUTE CARE
12854758,GENERAL ACUTE CARE
40776374,CRITICAL ACCESS
42675686,CRITICAL ACCESS
254812,GENERAL ACUTE CARE
138676567,CRITICAL ACCESS
7525302,WOMEN
4341339,GENERAL ACUTE CARE
6961362,GENERAL ACUTE CARE
640143,CRITICAL ACCESS
5042276,GENERAL ACUTE CARE
10141075,GENERAL ACUTE CARE
11942003,GENERAL ACUTE CARE
4860623,GENERAL ACUTE CARE
14462837,CRITICAL ACCESS
2281201,CRITICAL ACCESS
186963131,SPECIAL
2092324,GENERAL ACUTE CARE
3092411,REHABILITATION
3592315,GENERAL ACUTE CARE
5291710,PSYCHIATRIC
31092352,GENERAL ACUTE CARE
34792369,PSYCHIATRIC
34292025,GENERAL ACUTE CARE
43493405,GENERAL ACUTE CARE
49691361,GENERAL ACUTE CARE
11396118,GENERAL ACUTE CARE
31294558,PSYCHIATRIC
6380807,CRITICAL ACCESS
39495202,PSYCHIATRIC
39595231,GENERAL ACUTE CARE
2591107,PSYCHIATRIC
4091770,PSYCHIATRIC
24590805,PSYCHIATRIC
28390247,GENERAL ACUTE CARE
37490095,PSYCHIATRIC
43590026,GENERAL ACUTE CARE
43691770,GENERAL ACUTE CARE
53090605,GENERAL ACUTE CARE
44393545,GENERAL ACUTE CARE
7180534,LONG TERM CARE
28495437,GENERAL ACUTE CARE
12195667,PSYCHIATRIC
2893308,GENERAL ACUTE CARE
9495608,PSYCHIATRIC
43395823,PSYCHIATRIC
7380821,CRITICAL ACCESS
1180012,GENERAL ACUTE CARE
3080218,GENERAL ACUTE CARE
193439503,PSYCHIATRIC
16130331,GENERAL ACUTE CARE
21331076,PSYCHIATRIC
11631794,GENERAL ACUTE CARE
12830120,GENERAL ACUTE CARE
20830281,PSYCHIATRIC
2130338,PSYCHIATRIC
2430306,PSYCHIATRIC
3130034,PSYCHIATRIC
427892,GENERAL ACUTE CARE
18946013,PSYCHIATRIC
10180758,CRITICAL ACCESS
5630655,PSYCHIATRIC
3028801,LONG TERM CARE
170507,GENERAL ACUTE CARE
19770301,GENERAL ACUTE CARE
2770809,GENERAL ACUTE CARE
6370006,GENERAL ACUTE CARE
8570115,GENERAL ACUTE CARE
3070737,REHABILITATION
8170560,REHABILITATION
19470360,GENERAL ACUTE CARE
4871301,SPECIAL
7871360,GENERAL ACUTE CARE
571220,GENERAL ACUTE CARE
11271457,GENERAL ACUTE CARE
5760631,GENERAL ACUTE CARE
8271251,GENERAL ACUTE CARE
17771483,LONG TERM CARE
21471483,GENERAL ACUTE CARE
9671342,GENERAL ACUTE CARE
10370427,GENERAL ACUTE CARE
16470438,GENERAL ACUTE CARE
14870760,GENERAL ACUTE CARE
10871055,GENERAL ACUTE CARE
17570458,GENERAL ACUTE CARE
5770403,GENERAL ACUTE CARE
9470443,GENERAL ACUTE CARE
3770634,GENERAL ACUTE CARE
12270634,PSYCHIATRIC
870809,REHABILITATION
9570791,GENERAL ACUTE CARE
15070809,LONG TERM CARE
19370810,GENERAL ACUTE CARE
12770570,PSYCHIATRIC
13670570,GENERAL ACUTE CARE
13970570,LONG TERM CARE
11371082,GENERAL ACUTE CARE
35292064,GENERAL ACUTE CARE
50592037,GENERAL ACUTE CARE
8993212,GENERAL ACUTE CARE
50493465,GENERAL ACUTE CARE
14453188,REHABILITATION
2395401,PSYCHIATRIC
43895431,GENERAL ACUTE CARE
494578,GENERAL ACUTE CARE
23394577,GENERAL ACUTE CARE
3290026,GENERAL ACUTE CARE
3690706,GENERAL ACUTE CARE
14291754,GENERAL ACUTE CARE
24290247,GENERAL ACUTE CARE
24990242,GENERAL ACUTE CARE
26590023,GENERAL ACUTE CARE
26890018,GENERAL ACUTE CARE
15795023,GENERAL ACUTE CARE
16292543,GENERAL ACUTE CARE
17892201,GENERAL ACUTE CARE
24192571,GENERAL ACUTE CARE
32792201,PSYCHIATRIC
34092225,GENERAL ACUTE CARE
30595032,GENERAL ACUTE CARE
17795338,GENERAL ACUTE CARE
293654,GENERAL ACUTE CARE
10594806,GENERAL ACUTE CARE
40194583,GENERAL ACUTE CARE
16595841,PSYCHIATRIC
23195630,GENERAL ACUTE CARE
23592706,GENERAL ACUTE CARE
26490720,GENERAL ACUTE CARE
31592680,GENERAL ACUTE CARE
32595361,REHABILITATION
48695993,GENERAL ACUTE CARE
48895991,PSYCHIATRIC
22393277,GENERAL ACUTE CARE
19270065,LONG TERM CARE
11828659,GENERAL ACUTE CARE
12495926,GENERAL ACUTE CARE
5570501,LONG TERM CARE
21170072,GENERAL ACUTE CARE
1971270,LONG TERM CARE
15871269,GENERAL ACUTE CARE
20470403,REHABILITATION
70094501,GENERAL ACUTE CARE
71090813,GENERAL ACUTE CARE
71394589,PSYCHIATRIC
71993420,GENERAL ACUTE CARE
72292025,GENERAL ACUTE CARE
72490033,LONG TERM CARE
74796001,GENERAL ACUTE CARE
84530533,GENERAL ACUTE CARE
86831501,GENERAL ACUTE CARE
88239840,CRITICAL ACCESS
89630535,GENERAL ACUTE CARE
14253072,LONG TERM CARE
161670663,GENERAL ACUTE CARE
164770546,PSYCHIATRIC
26,MILITARY
159871112,REHABILITATION
155280918,PSYCHIATRIC
16653705,GENERAL ACUTE CARE
16553295,MILITARY
6554751,GENERAL ACUTE CARE
3754703,GENERAL ACUTE CARE
25892373,GENERAL ACUTE CARE
46492307,GENERAL ACUTE CARE
42592123,PSYCHIATRIC
50092056,GENERAL ACUTE CARE
52292118,GENERAL ACUTE CARE
4794118,GENERAL ACUTE CARE
45094109,GENERAL ACUTE CARE
1780027,GENERAL ACUTE CARE
1980501,GENERAL ACUTE CARE
45693030,GENERAL ACUTE CARE
33895472,GENERAL ACUTE CARE
45394590,PSYCHIATRIC
47695616,GENERAL ACUTE CARE
186839531,PSYCHIATRIC
1194609,GENERAL ACUTE CARE
18694538,GENERAL ACUTE CARE
51494550,GENERAL ACUTE CARE
25495240,GENERAL ACUTE CARE
3990640,GENERAL ACUTE CARE
6581301,GENERAL ACUTE CARE
8390804,GENERAL ACUTE CARE
11090806,CHILDREN
14390026,PSYCHIATRIC
21090034,GENERAL ACUTE CARE
21690242,GENERAL ACUTE CARE
22490033,GENERAL ACUTE CARE
22590011,PSYCHIATRIC
29691007,GENERAL ACUTE CARE
30291402,GENERAL ACUTE CARE
36190732,GENERAL ACUTE CARE
36290503,GENERAL ACUTE CARE
36591505,GENERAL ACUTE CARE
45490404,GENERAL ACUTE CARE
46790057,GENERAL ACUTE CARE
21492555,GENERAL ACUTE CARE
26092563,GENERAL ACUTE CARE
11995032,GENERAL ACUTE CARE
20295119,GENERAL ACUTE CARE
32495128,GENERAL ACUTE CARE
10895065,GENERAL ACUTE CARE
20894080,GENERAL ACUTE CARE
5454601,GENERAL ACUTE CARE
47395602,GENERAL ACUTE CARE
13595490,GENERAL ACUTE CARE
29095340,GENERAL ACUTE CARE
8793703,GENERAL ACUTE CARE
18793720,GENERAL ACUTE CARE
41493662,GENERAL ACUTE CARE
3496150,GENERAL ACUTE CARE
9993215,GENERAL ACUTE CARE
15393309,PSYCHIATRIC
47495826,PSYCHIATRIC
37195540,GENERAL ACUTE CARE
14593930,GENERAL ACUTE CARE
16992618,GENERAL ACUTE CARE
33192708,GENERAL ACUTE CARE
12295380,GENERAL ACUTE CARE
21395356,GENERAL ACUTE CARE
1481147,CRITICAL ACCESS
150754656,CRITICAL ACCESS
1730309,REHABILITATION
13230274,GENERAL ACUTE CARE
16331701,GENERAL ACUTE CARE
3830110,CRITICAL ACCESS
4770118,CHILDREN
10570112,GENERAL ACUTE CARE
18470737,GENERAL ACUTE CARE
13130106,GENERAL ACUTE CARE
1080122,GENERAL ACUTE CARE
981101,GENERAL ACUTE CARE
5171301,GENERAL ACUTE CARE
16371334,GENERAL ACUTE CARE
1271019,GENERAL ACUTE CARE
1154768,GENERAL ACUTE CARE
3453589,GENERAL ACUTE CARE
4253818,PSYCHIATRIC
21371118,GENERAL ACUTE CARE
8854660,GENERAL ACUTE CARE
9354911,GENERAL ACUTE CARE
9954022,GENERAL ACUTE CARE
11453546,GENERAL ACUTE CARE
11754016,GENERAL ACUTE CARE
11953959,GENERAL ACUTE CARE
14653188,GENERAL ACUTE CARE
72690732,GENERAL ACUTE CARE
73892806,GENERAL ACUTE CARE
164671202,GENERAL ACUTE CARE
58690059,GENERAL ACUTE CARE
320016,GENERAL ACUTE CARE
35632714,REHABILITATION
30833908,PSYCHIATRIC
14285210,CHILDREN
13054521,GENERAL ACUTE CARE
35933905,LONG TERM CARE
2150659,CRITICAL ACCESS
11950213,CRITICAL ACCESS
12654451,GENERAL ACUTE CARE
41033136,GENERAL ACUTE CARE
26233133,GENERAL ACUTE CARE
26433126,GENERAL ACUTE CARE
31534114,GENERAL ACUTE CARE
8250112,GENERAL ACUTE CARE
2451041,GENERAL ACUTE CARE
13952722,GENERAL ACUTE CARE
13852655,GENERAL ACUTE CARE
6750036,CRITICAL ACCESS
10950138,CRITICAL ACCESS
2351023,CRITICAL ACCESS
483403,GENERAL ACUTE CARE
16346807,LONG TERM CARE
103,GENERAL ACUTE CARE
5553530,GENERAL ACUTE CARE
1654806,GENERAL ACUTE CARE
11353548,GENERAL ACUTE CARE
13553147,GENERAL ACUTE CARE
5053948,GENERAL ACUTE CARE
7953226,PSYCHIATRIC
4767735,CRITICAL ACCESS
5967740,CRITICAL ACCESS
7672833,GENERAL ACUTE CARE
2171653,CRITICAL ACCESS
1200000,GENERAL ACUTE CARE
10071655,GENERAL ACUTE CARE
6572401,GENERAL ACUTE CARE
1572042,CRITICAL ACCESS
6367854,CRITICAL ACCESS
9172901,GENERAL ACUTE CARE
1771730,GENERAL ACUTE CARE
8971654,CRITICAL ACCESS
4472034,GENERAL ACUTE CARE
4572034,REHABILITATION
4872476,CRITICAL ACCESS
1871753,GENERAL ACUTE CARE
5400000,GENERAL ACUTE CARE
7900000,REHABILITATION
8572211,GENERAL ACUTE CARE
8772113,PSYCHIATRIC
2972764,GENERAL ACUTE CARE
1742717,CRITICAL ACCESS
13672076,GENERAL ACUTE CARE
12172104,GENERAL ACUTE CARE
61772211,PSYCHIATRIC
5740962,GENERAL ACUTE CARE
11142164,CRITICAL ACCESS
2680210,GENERAL ACUTE CARE
3980138,GENERAL ACUTE CARE
61272401,REHABILITATION
61872764,SPECIAL
5541647,CRITICAL ACCESS
8841649,CRITICAL ACCESS
1142749,CRITICAL ACCESS
103821061,GENERAL ACUTE CARE
6121613,PSYCHIATRIC
104021078,GENERAL ACUTE CARE
1520850,PSYCHIATRIC
103720735,GENERAL ACUTE CARE
4448813,CRITICAL ACCESS
13348471,CRITICAL ACCESS
13448453,CRITICAL ACCESS
5949646,CRITICAL ACCESS
17749854,CRITICAL ACCESS
18048846,CRITICAL ACCESS
8248162,GENERAL ACUTE CARE
8148838,GENERAL ACUTE CARE
5148910,GENERAL ACUTE CARE
7049286,CRITICAL ACCESS
6648043,GENERAL ACUTE CARE
1148827,GENERAL ACUTE CARE
4848801,GENERAL ACUTE CARE
9049444,GENERAL ACUTE CARE
12748060,GENERAL ACUTE CARE
4959107,GENERAL ACUTE CARE
15548183,GENERAL ACUTE CARE
15648135,GENERAL ACUTE CARE
16949601,GENERAL ACUTE CARE
4749938,GENERAL ACUTE CARE
949720,GENERAL ACUTE CARE
13549854,GENERAL ACUTE CARE
6149506,GENERAL ACUTE CARE
14648154,GENERAL ACUTE CARE
17548236,GENERAL ACUTE CARE
16448146,LONG TERM CARE
16848201,REHABILITATION
11949779,REHABILITATION
6548091,SPECIAL
13056208,CRITICAL ACCESS
7956347,CRITICAL ACCESS
8455072,CRITICAL ACCESS
12856623,CRITICAL ACCESS
14456277,CRITICAL ACCESS
3749202,LONG TERM CARE
5365807,REHABILITATION
4164068,GENERAL ACUTE CARE
6264836,CRITICAL ACCESS
7364108,GENERAL ACUTE CARE
464506,GENERAL ACUTE CARE
3764108,PSYCHIATRIC
11163301,LONG TERM CARE
4663080,CRITICAL ACCESS
5864089,GENERAL ACUTE CARE
184759101,REHABILITATION
10965351,CRITICAL ACCESS
15563111,GENERAL ACUTE CARE
1765806,PSYCHIATRIC
8463019,GENERAL ACUTE CARE
153934,GENERAL ACUTE CARE
7963379,CRITICAL ACCESS
6254403,PSYCHIATRIC
265203,REHABILITATION
10265613,GENERAL ACUTE CARE
3464633,CRITICAL ACCESS
9865301,GENERAL ACUTE CARE
5664424,CRITICAL ACCESS
6564093,GENERAL ACUTE CARE
1665708,CRITICAL ACCESS
15554449,PSYCHIATRIC
18963112,PSYCHIATRIC
14663108,GENERAL ACUTE CARE
152254720,GENERAL ACUTE CARE
13953066,GENERAL ACUTE CARE
6953212,GENERAL ACUTE CARE
183223116,GENERAL ACUTE CARE
1939735,GENERAL ACUTE CARE
6539046,GENERAL ACUTE CARE
6628374,GENERAL ACUTE CARE
2758421,CRITICAL ACCESS
558201,GENERAL ACUTE CARE
184927103,REHABILITATION
9778611,CRITICAL ACCESS
127543210,GENERAL ACUTE CARE
2359230,CRITICAL ACCESS
4987701,GENERAL ACUTE CARE
122645216,LONG TERM CARE
17945227,GENERAL ACUTE CARE
12645123,CRITICAL ACCESS
17244654,GENERAL ACUTE CARE
2543055,GENERAL ACUTE CARE
5843311,GENERAL ACUTE CARE
5544074,CRITICAL ACCESS
11844501,GENERAL ACUTE CARE
2484648,CRITICAL ACCESS
2887901,CRITICAL ACCESS
2188240,GENERAL ACUTE CARE
5146140,GENERAL ACUTE CARE
4188435,GENERAL ACUTE CARE
3788061,GENERAL ACUTE CARE
188008,PSYCHIATRIC
11551534,GENERAL ACUTE CARE
5488011,GENERAL ACUTE CARE
1687301,GENERAL ACUTE CARE
1887313,GENERAL ACUTE CARE
3985206,REHABILITATION
887102,SPECIAL
4387109,WOMEN
2789149,GENERAL ACUTE CARE
130345408,REHABILITATION
3189123,GENERAL ACUTE CARE
4384066,REHABILITATION
1784010,PSYCHIATRIC
29745439,PSYCHIATRIC
4289027,GENERAL ACUTE CARE
112789106,MILITARY
8132425,GENERAL ACUTE CARE
5447714,REHABILITATION
2444708,GENERAL ACUTE CARE
2684634,CRITICAL ACCESS
10346580,PSYCHIATRIC
3646321,GENERAL ACUTE CARE
4446311,GENERAL ACUTE CARE
16185339,GENERAL ACUTE CARE
5284047,PSYCHIATRIC
5347802,PSYCHIATRIC
7846131,GENERAL ACUTE CARE
746703,CRITICAL ACCESS
6646350,GENERAL ACUTE CARE
6347421,CRITICAL ACCESS
4947441,CRITICAL ACCESS
4647670,CRITICAL ACCESS
4846952,PSYCHIATRIC
1246219,GENERAL ACUTE CARE
5946278,SPECIAL
2357366,CRITICAL ACCESS
5557070,CRITICAL ACCESS
5457580,CRITICAL ACCESS
4457028,CRITICAL ACCESS
4057022,CRITICAL ACCESS
8385006,PSYCHIATRIC
5546122,GENERAL ACUTE CARE
7546123,GENERAL ACUTE CARE
32832541,GENERAL ACUTE CARE
40632578,GENERAL ACUTE CARE
28732428,GENERAL ACUTE CARE
35632055,GENERAL ACUTE CARE
19032565,GENERAL ACUTE CARE
3185710,LONG TERM CARE
39532216,GENERAL ACUTE CARE
5732353,GENERAL ACUTE CARE
34532401,LONG TERM CARE
7557747,CRITICAL ACCESS
289703,LONG TERM CARE
714760,GENERAL ACUTE CARE
8768920,CRITICAL ACCESS
25618472,PSYCHIATRIC
18518901,GENERAL ACUTE CARE
15319601,PSYCHIATRIC
17716201,GENERAL ACUTE CARE
2315217,CHILDREN
16415146,LONG TERM CARE
18415224,CHILDREN
20415237,GENERAL ACUTE CARE
10416673,GENERAL ACUTE CARE
7017331,GENERAL ACUTE CARE
7769201,CRITICAL ACCESS
2068467,CRITICAL ACCESS
25515065,GENERAL ACUTE CARE
13716354,GENERAL ACUTE CARE
3117815,GENERAL ACUTE CARE
8519122,GENERAL ACUTE CARE
5289406,GENERAL ACUTE CARE
11419131,PSYCHIATRIC
21619140,CHILDREN
5189410,GENERAL ACUTE CARE
5489445,GENERAL ACUTE CARE
4389048,GENERAL ACUTE CARE
5389419,GENERAL ACUTE CARE
9918801,GENERAL ACUTE CARE
10518634,LONG TERM CARE
2718069,PSYCHIATRIC
12563017,GENERAL ACUTE CARE
22217042,MILITARY
7715701,GENERAL ACUTE CARE
3917201,GENERAL ACUTE CARE
7117105,GENERAL ACUTE CARE
316501,LONG TERM CARE
184428215,GENERAL ACUTE CARE
65986314,REHABILITATION
12546173,CRITICAL ACCESS
14446041,CRITICAL ACCESS
67485015,GENERAL ACUTE CARE
2365804,LONG TERM CARE
16047842,CRITICAL ACCESS
3931643,CRITICAL ACCESS
113,GENERAL ACUTE CARE
14047601,CRITICAL ACCESS
15447993,CRITICAL ACCESS
13546312,GENERAL ACUTE CARE
16446307,LONG TERM CARE
945879,CRITICAL ACCESS
15547882,CRITICAL ACCESS
14946036,CRITICAL ACCESS
13147170,CRITICAL ACCESS
12346545,LONG TERM CARE
17146975,CRITICAL ACCESS
285723,MILITARY
86730606,LONG TERM CARE
89831008,CRITICAL ACCESS
6031029,CRITICAL ACCESS
24431404,REHABILITATION
757401,GENERAL ACUTE CARE
88430233,GENERAL ACUTE CARE
12946563,GENERAL ACUTE CARE
1857747,GENERAL ACUTE CARE
10323294,GENERAL ACUTE CARE
4657702,PSYCHIATRIC
16443351,CRITICAL ACCESS
19824201,PSYCHIATRIC
7556093,CRITICAL ACCESS
7055414,CHILDREN
4357105,MILITARY
8756241,CRITICAL ACCESS
3756501,GENERAL ACUTE CARE
11256762,GENERAL ACUTE CARE
1329569,GENERAL ACUTE CARE
6660629,GENERAL ACUTE CARE
3955125,GENERAL ACUTE CARE
11056058,CRITICAL ACCESS
17037777,PSYCHIATRIC
513901,GENERAL ACUTE CARE
10073086,CRITICAL ACCESS
1114701,GENERAL ACUTE CARE
17237748,GENERAL ACUTE CARE
1383709,GENERAL ACUTE CARE
11923320,GENERAL ACUTE CARE
3283211,GENERAL ACUTE CARE
2422903,CHILDREN
14523188,GENERAL ACUTE CARE
2522304,GENERAL ACUTE CARE
983686,GENERAL ACUTE CARE
2383605,GENERAL ACUTE CARE
1713045,GENERAL ACUTE CARE
7524301,GENERAL ACUTE CARE
12623505,GENERAL ACUTE CARE
13123502,GENERAL ACUTE CARE
822630,GENERAL ACUTE CARE
13723607,LONG TERM CARE
883440,GENERAL ACUTE CARE
12173772,CRITICAL ACCESS
5024153,MILITARY
15623435,GENERAL ACUTE CARE
15723434,GENERAL ACUTE CARE
9623847,GENERAL ACUTE CARE
1820186,GENERAL ACUTE CARE
997424,CRITICAL ACCESS
6424273,GENERAL ACUTE CARE
6024228,GENERAL ACUTE CARE
2622205,GENERAL ACUTE CARE
147123188,PSYCHIATRIC
19123502,PSYCHIATRIC
19220176,PSYCHIATRIC
8423114,GENERAL ACUTE CARE
11745640,CRITICAL ACCESS
10241097,CRITICAL ACCESS
17143907,CRITICAL ACCESS
5829605,CHILDREN
6429440,GENERAL ACUTE CARE
8329576,GENERAL ACUTE CARE
6529927,GENERAL ACUTE CARE
2329020,GENERAL ACUTE CARE
2529720,GENERAL ACUTE CARE
2229681,GENERAL ACUTE CARE
12144830,CRITICAL ACCESS
15198272,PSYCHIATRIC
3429302,GENERAL ACUTE CARE
19616335,GENERAL ACUTE CARE
1029512,GENERAL ACUTE CARE
8429102,GENERAL ACUTE CARE
2729488,GENERAL ACUTE CARE
1929621,GENERAL ACUTE CARE
4144113,GENERAL ACUTE CARE
5529472,GENERAL ACUTE CARE
5329170,GENERAL ACUTE CARE
3629203,GENERAL ACUTE CARE
8413210,GENERAL ACUTE CARE
729325,GENERAL ACUTE CARE
5629210,GENERAL ACUTE CARE
10929601,LONG TERM CARE
6829405,PSYCHIATRIC
5729169,PSYCHIATRIC
10829720,PSYCHIATRIC
8229926,GENERAL ACUTE CARE
22177550,CHILDREN
8629201,LONG TERM CARE
8099122,CRITICAL ACCESS
