ID,NAICS_CODE,NAICS_DESC
594025,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8593003,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
32993023,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
40795405,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
48195404,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
40893463,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
45194574,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
994705,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
49794609,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
51694588,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9795203,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3196130,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7091010,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14691206,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
18491706,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
19190012,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
30991364,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
32290650,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
27293637,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11894040,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
21995051,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
46295020,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
10795062,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
48095065,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
52495076,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4494010,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
30094010,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
41794062,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
41894015,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
41994038,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
32394945,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8693721,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
44693720,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
19694804,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
20994596,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
21594531,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2993301,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
37693555,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
28795819,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
43095817,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
45795501,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
16792718,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
16892663,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
18992618,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
45892868,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7130045,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
22730097,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
930274,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
4631064,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13630030,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
13370056,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
20971263,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
21571111,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1570525,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13270461,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8370546,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
18970517,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
21271103,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2554701,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4653533,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11053581,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13853095,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14854984,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
72091763,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
73491208,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
82830342,622110,CHILDREN'S HOSPITALS GENERAL
83030033,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
17953223,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
58893555,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
620010,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1220037,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12554843,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
35733472,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4134601,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
44332542,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12580129,622110,CHILDREN'S HOSPITALS GENERAL
30133012,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
35332209,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
22634748,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
92151334,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
93052040,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
93950616,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
21532808,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6333950,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
36533578,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
36833544,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
41233136,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
36933543,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
32533880,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13652627,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7250201,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6150248,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4850501,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
94650126,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
95052205,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
10450219,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
17351250,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1783276,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
155983647,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9547303,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
3267526,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5766439,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7467068,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6766112,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
6067951,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1167042,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
921287,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
771832,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8272923,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
6054221,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8172019,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
3472401,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
3672401,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
971635,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5272315,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5600000,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9154568,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4071822,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
150654154,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13772903,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6285741,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7742041,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3042701,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3541017,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7242347,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
61672703,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8381050,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
155080909,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
103221207,622310,ORTHOPEDIC HOSPITALS
103921014,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3221817,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4021801,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7749037,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8448884,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7549781,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6949221,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2548915,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1748658,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11749417,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9848033,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
10848075,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2749085,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3149120,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3349036,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
549017,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13648867,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13748726,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14248106,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14348118,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2848910,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14748124,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14848235,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
15048230,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
15148201,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6249519,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5549935,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7849849,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
62,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
16648234,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
12555604,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4549770,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1838851,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12356307,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11856636,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2656308,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1955103,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2055109,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13455063,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14256762,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14556701,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6456187,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7656101,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7864801,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4264131,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5564133,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
16164772,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
364506,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
14163128,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2265804,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8463125,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2764735,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5460625,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4365233,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12663044,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13763133,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
188586336,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
18164116,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
4859101,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
189219963,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11639194,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2639653,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
195696859,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13354871,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
151854020,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
10953185,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
2254303,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
15354449,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
354868,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5838935,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
187249016,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
2759644,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12238701,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
12339735,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12439631,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12539466,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2128233,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3127889,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11228690,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7727886,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4528256,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3328335,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7427870,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6127611,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4928557,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7028601,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11427511,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9828139,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9928329,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3828645,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5927028,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8028301,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9027293,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5728561,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
10428002,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1358540,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1458575,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4958206,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
3458730,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3558270,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1858254,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
32334972,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
10832703,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6645679,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
29732803,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11434747,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
29834741,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2158054,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
22434748,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
17932960,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
21933774,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
24534698,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
30433707,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
43333764,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12333852,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
17233870,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
20133611,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
25233609,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2897232,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
39833606,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
16933440,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
123645801,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
40433615,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6934240,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
33734239,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6232771,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
37332750,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
15833908,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
22233901,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
15132114,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
15332127,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
32734667,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
16833837,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
21433805,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
43433881,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6532901,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
17432901,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
30932796,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4233065,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4833064,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6733326,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13833301,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
20533301,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
25733028,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
25933021,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
28833063,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
36733025,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
38033311,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6634452,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
22933040,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
933180,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7633146,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
17733033,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
18433136,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
18633169,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
20433134,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14645801,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
27333140,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
26633155,622110,CHILDREN'S HOSPITALS GENERAL
42733155,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
23834997,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
29034474,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
41734474,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11336201,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3236251,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7985635,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9635447,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1135601,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6397239,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5445885,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1650536,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
123845504,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
8545103,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
236124,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
91036116,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
125244460,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11235121,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5744122,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7636067,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9936701,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6236925,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6651040,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
93,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
28044122,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
4644119,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
5943526,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14743054,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
12043081,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
20276104,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4051104,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
136578130,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3088201,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
190063552,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4884078,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9250314,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9350310,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3289431,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
1089103,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
1889015,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
10152803,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12050049,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9347546,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9946706,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
8546580,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
346143,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
113089128,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
129744710,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
5846250,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
557551,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6657369,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8847250,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
2157362,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
189512,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7415666,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
3389434,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9356085,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
23615221,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
4116214,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
23717901,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7819139,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
8119111,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
9619143,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4915801,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
8669033,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
6868333,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
668787,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
183364068,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
23317837,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
16818764,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13918104,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
25718103,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
12917866,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7519046,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11219464,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13319401,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
17519001,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
1618501,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
4617701,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
10685132,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
7068352,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
12647111,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
64485206,622310,EXTENDED CARE HOSPITALS (EXCEPT MENTAL SUBSTANCE ABUSE)
7885739,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
19117011,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
4819026,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13116505,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11846804,622310,REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM DRUG ADDICTION)
65185607,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
11446996,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
14945255,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
118,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
67685305,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
28516947,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
68485634,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
84731639,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
15147167,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
13846342,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
15647905,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
18731901,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
89531901,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
69985338,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
145690,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
2230525,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
87739823,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
24330125,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
89130329,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
6257078,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
